Translated,Label
 খিলগাঁও এর বেস্ট মিটবক্স খেলাম ১৯০ তে একটা কিনলে একটা ফ্রি বার্গারের অফার লুফে নেয়ার সাথে সাথে সেরার সেরা মিটবক্সও খাওয়া হলো খুবই অল্পটাকায় । ২২০ তে এত মাংসে ঠাসা চিজি আর মায়োতে ভরা মিটবলে ভরা মিটবক্স পেয়ে যাচ্ছি ভাবতেই অবাক লাগলেও ইহা সত্য হলো সামান্য হলুদ তে । কিনুন 1 পান 1 ফ্রিসোমকি মুরগী বার্গার 190 মাংসবল মাংসের বাক্স 220 মুরগী ডোমিনেটর 8 300 বার্গার দুইটা পেয়েছি একটার দামে । অস্থির খেতে ছিল । মাংসের কোন কমতি ছিল না । মায়ো টা একটু বেশি পেয়েছি সাথে ছিল বিবিকিউ সস । পুরোই জমে গেছে । লোকেশনঃ খিলগাঁও পল্লীমা সংসদের ঠিক অপজিটে । এ সামান্য হলুদ,1
 খিলগাঁও এর ভিতর স্যান্ডুইচ এর মধ্যে বান্দোজ বেস্ট তাদের স্যান্ডুইচ গুলোতে একটা টক মিস্টি স্পাইসি ফিল পাওয়া যায় যেটা অনেক ভালো লাগে আর তাদের ফুড এম্বিয়েন্সও অনেক ভালো মশলাদার ঘন স্যান্ডউইচ দাম 159 স্নিকার্স গ্রিংগো শেকপ্রিস 138 অবস্থান শাহিদ বাকি শারাক খিলগাঁও,1
 খিলগাঁও এর মতনটাকাওয়ালাদের জায়গায় ১৯০ তে মাথানষ্ট অফারলুফে নিলাম পল্লীমা সংসদের অপজিটে ছোট হলুদ রেস্টুরেন্টে একটা ছোটখাটো জটলাই বলা যায় লেগেছে এই অফারের জন্য । গেলাম খেলাম জয় করলাম দেরিনা করে । স্মোকি চিকেন বার্গার 190 কিনুন 1 পান 1 বিনামূল্যে দারুণ একটা বার্গার । একটা কিনলে একটা ফ্রি । জুসি আর মাংসে ঠাসা ছিল । মাস্ট ট্রাই বার্গার খিলগাঁও এর । মিটবল মাংসের বাক্স 220 বিশ্বাস করেন রাসেল ভাই এই মিটবক্সে এত এত পরিমাণ মাংস পাবো যার জন্য আমি মোটেও প্রস্তুত ছিলাম না । মিটবল গুলা এত জোস ৫ টা পাবেন । আর মাংসের কোন অভাব নেই । লোকেশনঃ খিলগাঁও পল্লীমা সংসদের ঠিক অপজিটে । এ ছোট হলুদ,1
 খিলগাঁও এর মতো পস জায়গায় এত্ত ভালো অফার যেকোনো ৬ ইঞ্চি পিৎজা ১৪৯ টাকা যেকোনো ৮ ইঞ্চি পিৎজা ২৪৯ টাকা যেকোনো ১০ ইঞ্চি পিৎজা ৩৪৯ টাকা হ্যাঁ বলছিলাম খিলগাঁও এর ছোট হলুদ এর কথা বাজেটের মধ্য এতো ভালো খাবার আর মান অসাধারণ দ্বিগুণ ডেকার চিকেন 179 অফার ডাবল চিকেন ডাবল চিজ সাথে জোস একটা বান সফটনেস ও ছিল অসাধারণ বার্গার বেশী মায়ো দেওয়াতে জুসি একটা ফিল এসেছিল৷ দুই পনির এবং মুরগী 10 মাংস ওভারলোডেড 6 আমার নেয়া দুইটি পিৎজাই ছিল জোস টপিং চিজ মিট আর সসেজ । এইদামে সত্যিই জোস এ সামান্য হলুদ,1
 খিলগাঁও এর শহিদ বাকী সড়কের ঐদিকে হাঁটছিলাম । খিলগাঁও এর কার্টগুলার সামনে দিয়ে যাচ্ছিলাম তখনই শেষের দিকের কার্টে এই এক কাপ চা কার্টটা খুজে পেলাম । ফুডব্যাংকে এর আগে এই কার্টকে নিয়ে পোস্ট দেখেছিলাম । কার্টটার ডিজাইনটা বেশ ভাল লাগলো । গেলাম । প্রত্যেকটা চা ১০ ১৫ টাকার মধ্যে । ফার্স্টে গুড় মাসালা চা অর্ডার করলাম । এক কথায় চমৎকার ছিল । প্রাইস ১৫ টাকা পরিমাণ আর টেস্ট অনুযায়ী দাম অনেক কম এরপর খেলাম ওদের সবচেয়ে ফেমাস টনিক চা । ঐটার দামও ১৫ টাকা । টক ঝাল মিষ্টির কম্বিনেশন ঐটা । টনিক চা বেশ অন্য রকম ছিল । টেস্ট অসাধারন পরিবেশ রাস্তায় ফূটপাথের ওপর বসে অথবা দাঁড়িয়ে খেতে হবে বিনামূল্যে ওয়াইফাই আছে । পরিষেবা দ্রুতই সার্ভ করে সামগ্রিকভাবে 10 10 পরিবেশ বাদে সম্পূর্ণ সন্তুষ্ট ক্যামেরার কোয়ালিটি খারাপ হওয়ার কারনে পিক ভাল আসে নাই,1
 খিলগাঁও এর সেরা চাইনিজ রেস্টুরেন্ট দ্য ডাইনিং লাউঞ্জ চাইনিজ থাই ফুডের জন্য মনে হয় খিলগাঁও এদের ৩ ৫ বছর ধরে দেখছি । খিলগাঁও এর এমন কোন ফুডি নেই যে এদের খাবার খায় নি । নতুন ফুডিদের কথা আলাদা । সেই নতুন ফুডিদের জন্য এখানের কিছু স্পেশাল আইটেম সম্পর্কে জানাতে ইচ্ছে হলো । সেফ সিগনেচার ফ্রাইড রাইস৩৮৫ ১ঃ২ প্যাক অনায়াসে এটা ৩ জন খেয়ে ফেলতে পারবেন । প্রন চিকেন মাশরুমে ঠাসা ফ্রাইড রাইস যেকোন কারি আইটেম দিয়ে খেয়ে পেট ঢোল বানানো সম্ভব । মঙ্গোলিয়ান বিফ ৪৯৫ ১ঃ৩ তিনজনের লিখা থাকলেও পরিমাণে অনেক বেশি । বিফটার মাসালা এত্ত মজা । যা খেলেই বুঝতে পারবেন । পারফেক্ট কুকড ছিল । মিট চাবাতে বেগ পেতে হয়নি । সাথে মাশরুমের পরিমাণ ও ছিল দেখার মতন । মিক্সড থাই ভেজিটেবল ৩৮৯ ১ঃ৩একদম বিফের মতন পরিমান । অনেস্টলি বলতে গেলে এটা থাই ধারনার বেসিক অনুযায়ী কুক করা । আর দুটো এক্সট্রা থাই ফ্রাইড চিকেন নেয়া হইছিল । দামটা ঠিক মনে নেই । ক্রিস্পি চিকেন ভালো লাগে আমার । এটা তেমন ছিল না । এভারেজ লেগেছে । খিলগাঁও তে আজকাল সসে ডুবানো থাই চাইনিজ ডিশ সেল করা অনেক রেস্টুরেন্ট আসছে । এদের থাই আর চাইনিজ বেসিক সম্পর্কে ধারণা কতটুকু জানি না । তবে রিকুয়েষ্ট তাদের বেসিক অনুযায়ী কুক করার । সসের আধিক্য কমিয়ে আমাদের মতন অথেনটিক ফুডিদের কল্যানে । দ ডাইনিং লাউঞ্জ 373 খ স্তর 3 শোটোডল গোলাপ উচ্চতা শহীদ বাকি রাস্তা তালটোলা মোর ঢাকা 121901976 239619 হততপস মানচিত্র অ্যাপ গওও গল ওঊবপ 6 সণবল 12 এন কে 3 যপা,1
 খিলগাঁও এর হাজীর তেহারী । ফুল প্যাক ১০০ টাকা । হাফ প্যাক ৬০ টাকা । দুর্দান্ত স্বাদ,1
 খিলগাঁও এর ৯৯ টাকার কাচ্চি । রেটিং ৮ ৫ ১০সার্ভিসঃ ৮ ১০বিফ কাচ্চি । খেতে ভালো ছিল । তবে আহামরি তেমন কিছু না । কম বাজেটে একদম চলে যাওয়ার মতন কাচ্চি । লোকেশনঃ ক্যাফে খিলগাঁও খিলগাঁও আমানুউল্লাহ মার্কেটের সামনে । খাওয়া কাকি,1
 খিলগাঁও এলাকায় আমার খাওয়া সবচেয়ে অস্বাভাবিক থালা চিকেন আলা রাজা সঙ্গে ম্যাশড আলু এবং বাষ্প চাল দাম 280 স্বাদ বলার ভাষা নাই আউট এর এই বিশ্ব স্থান পিষে ফেলা ঘর,1
 খিলগাঁও এলাকায় এতো ভালো কাবাবের দোকান আছে এতদিন শুধু শুনছিলাম যে কাবাব স্টেশন এর খাবার অনেক সুস্বাদু কিন্তু আজ সেই কথাই সত্য প্রমানিত হলো । এবং এখানকার কাবাবের কিছু প্যাকেজ আছে যা এক কথায় অসাধারণ । এবং এখানকার খাবারের দামও খুবই যে বেশি তা কিন্তু নয় । যেটা আগে বুঝি নাইআর খাবারের মানের কথায় আসলে শুধু বলবো আগে নিজেরা একবার হলেও টেষ্ট করে দেখে পরে রেটিং দিবেন আমি আর দিলাম না । লোকেশনঃ হাউজ ৩৩০ রোড ১২ ব্লক এ তিলপাপাড়া খিলগাঁও ঢাকা ১২১৯ এ কাবাব স্টেশন,1
